ImageName,Image Id,Discription,,Breed,Gender,age ,size,type
n02085936_4188,126,I have a female medium size adult  Maltese dog I want to arrange a crossing partner for my pet it is very playful and have a good behaviour with other pets behave well with strangers love to play outside we live near galle.love to go for small walk.cream color dog siting on a white bed.,,Maltese,female,adult,medium,crossing
n02085936_4192,127,I want to find a playdate partner for my dog I have a male small size  Maltese puppy it is very playful and have a good behaviour with other pets behave well with strangers love to play outside we live near anuradhapura.small white dog siting on a blue blanket.,,Maltese,male,puppy,small,playdate
n02085936_4245,128,I would like to arrange a playdate partner for my female  small size  Maltese puppy it is very playful and have a good behaviour with other pets and behave well with strangers love to play outside we live near rathnapura.white dog resting on a floor.white puppy standing on a brown couch.,,Maltese,female,puppy,small,playdate
n02085936_4262,129,I have a male small size  Maltese puppy I want to arrange a playdate for my pet it is very playful and adapt well with other pets behave well with strangers love to play outside we live near kurunegala.white wearing a t shirt sting on a sand beach..,,Maltese,male,puppy,small,playdate
n02085936_4271,130,"My dog is a female small Maltese puppy I want to arrange a playdate for my puppy it is very playful ,friendly and have a good behaviour with other pets and also behave well with strangers love to play outside.love to go for small walks. we live near  matar.white puppy resting on a pillow.",,Maltese,female,puppy,small,playdate
n02085936_4318,131,"I would like to arrange a crossing partner  for my male medium size  adult Maltese dog it is very playful,active ,energetic and have a good behaviour with other pets and behave well with strangers love to go for walks. we live in galle.white dog with a red pendent resting on a brown floor.",,Maltese,male,adult,medium,crossing
n02085936_4343,132,"I want  to arrange a playdate partner for my female small size  Maltese puppy. it is very playful,active ,energetic and have a good behaviour with other pets and behave well with strangers love to go for walks. we live in kegalle.small white puppy wearing a shirt resting on a tiled floor .",,Maltese,female,puppy,small,playdate
n02085936_4351,133,"I want to find a matching crossing partner for my dog I have a male medium size adult Maltese dog it is very playful,active and have a good behaviour with other pets behave well with strangers love to play outside we live near kalutara.white dog with a brown napkin sitting on a table.",,Maltese,male,adult,medium,crossing
n02085936_4396,134,"My dog is a female medium size adult Maltese dog I want to arrange a playdate for my puppy it is very playful ,friendly and adapt well with other pets and also polite with strangers love to play outside and like go for a walk. we live near nuwara-eliya.white dog siting on a green grass ground.",,Maltese,female,adult,medium,playdate
n02085936_4474,135,I have a male small Maltese puppy I want to arange a playdate  partner for my dog it is very playful and mix well with other pets and also have a good behaviour around strangers love to play outside we live near anuradhapura.white puppy siting on a brown floor.,,Maltese,male,puppy,small,playdate
n02085936_4480,136,I have a female medium size adult Maltese dog I want to arange a crossing  partner for my dog it is very playful and mix well with other pets and also have a good behaviour around strangers love to play outside.love to go for small walks we live near kurunegala.white dog siting on a bed.,,Maltese,female,adult,medium,crossing
n02085936_4490,137,I have a male medium size adult  Maltese dog I want to arrange a playdate for my pet it is very playful and have a good behaviour with other pets behave well with strangers love to play outside we live near kegalle.love to go for small walk.white dog siting on a bed.,,Maltese,male,adult,medium,playdate
n02085936_4506,138,I want to find a playdate partner for my dog I have a female small   Maltese puppy it is very playful and adapt well with other pets behave well with strangers love to play outside we live near polonnaruwa.white puppy sitting near a bush.,,Maltese,female,puppy,small,playdate
n02085936_4569,139,I would like to arrange a playdate partner for my male  small size   Maltese puppy. it is very playful and have a good behaviour with other pets and behave well with strangers love to play outside we live near kalutara.white small puppy siting near to a green sleepers,,Maltese,male,puppy,small,playdate
n02085936_4608,140,I have a male medium size adult  Maltese dog I want to arrange a crossing partner for my pet it is very playful and have a good behaviour with other pets behave well with strangers love to play outside we live near galle.white dog siting on a white floor.,,Maltese,male,adult,medium,crossing
n02085936_4695,141,"My dog is a female small size  Maltese puppy I want to arrange a playdate for my puppy it is very playful ,friendly and have a good behaviour with other pets and also behave well with strangers love to play outside.love to go for small walks. we live near kalutara.white dog with a orange scarf resting on a black cousion.",,Maltese,female,puppy,small,playdate
n02085936_4781,142,"I have a male small size  Maltese puppy I want to arange a crossing partner for my dog it is very playful ,friendly and have a good behaviour with other pets and also behave well with strangers love to play outside .we live near kandy.white dog in a white bucket.",,Maltese,male,puppy,small,playdate
